year,plant_time,type,yield,city_area
2013,2,蓬萊,0,高雄縣
2013,1,陸稻,0,高雄縣
2013,1,長糯,0,高雄縣
2013,1,圓糯,0,高雄縣
2013,1,秈稻,0,高雄縣
2013,1,在來,0,高雄縣
2013,1,蓬萊,0,高雄縣
2013,2,陸稻,0,臺南縣
2013,2,長糯,0,臺南縣
2013,2,圓糯,0,臺南縣
2013,2,秈稻,0,臺南縣
2013,2,在來,0,臺南縣
2013,2,蓬萊,0,臺南縣
2013,1,陸稻,0,臺南縣
2013,1,長糯,0,臺南縣
2013,1,圓糯,0,臺南縣
2013,1,秈稻,0,臺南縣
2013,1,在來,0,臺南縣
2013,1,蓬萊,0,臺南縣
2013,2,陸稻,0,嘉義縣
2013,2,長糯,4516,嘉義縣
2013,2,圓糯,4850,嘉義縣
2013,2,秈稻,3830,嘉義縣
2013,2,在來,4391,嘉義縣
2013,2,蓬萊,4551,嘉義縣
2013,1,陸稻,0,嘉義縣
2013,1,長糯,6240,嘉義縣
2013,1,圓糯,6146,嘉義縣
2013,1,秈稻,5918,嘉義縣
2013,1,在來,6074,嘉義縣
2013,1,蓬萊,6076,嘉義縣
2013,2,陸稻,0,雲林縣
2013,2,長糯,6240,雲林縣
2013,2,圓糯,6166,雲林縣
2013,2,秈稻,5557,雲林縣
2013,2,在來,5925,雲林縣
2013,2,蓬萊,6225,雲林縣
2013,1,陸稻,0,雲林縣
2013,1,長糯,6885,雲林縣
2013,1,圓糯,6886,雲林縣
2013,1,秈稻,6860,雲林縣
2013,1,在來,6776,雲林縣
2013,1,蓬萊,7007,雲林縣
2013,2,陸稻,0,南投縣
2013,2,長糯,5596,南投縣
2013,2,圓糯,5954,南投縣
2013,2,秈稻,0,南投縣
2013,2,在來,0,南投縣
2013,2,蓬萊,5975,南投縣
2013,1,陸稻,0,南投縣
2013,1,長糯,6425,南投縣
2013,1,圓糯,6608,南投縣
2013,1,秈稻,6241,南投縣
2013,1,在來,0,南投縣
2013,1,蓬萊,6500,南投縣
2013,2,陸稻,0,彰化縣
2013,2,長糯,5399,彰化縣
2013,2,圓糯,5374,彰化縣
2013,2,秈稻,4727,彰化縣
2013,2,在來,4326,彰化縣
2013,2,蓬萊,5828,彰化縣
2013,1,陸稻,0,彰化縣
2013,1,長糯,7455,彰化縣
2013,1,圓糯,7633,彰化縣
2013,1,秈稻,7437,彰化縣
2013,1,在來,6176,彰化縣
2013,1,蓬萊,7209,彰化縣
2013,2,陸稻,0,臺中縣
2013,2,長糯,0,臺中縣
2013,2,圓糯,0,臺中縣
2013,2,秈稻,0,臺中縣
2013,2,在來,0,臺中縣
2013,2,蓬萊,0,臺中縣
2013,1,陸稻,0,臺中縣
2013,1,長糯,0,臺中縣
2013,1,圓糯,0,臺中縣
2013,1,秈稻,0,臺中縣
2013,1,在來,0,臺中縣
2013,1,蓬萊,0,臺中縣
2013,2,陸稻,0,苗栗縣
2013,2,長糯,5238,苗栗縣
2013,2,圓糯,5104,苗栗縣
2013,2,秈稻,5265,苗栗縣
2013,2,在來,5125,苗栗縣
2013,2,蓬萊,4762,苗栗縣
2013,1,陸稻,0,苗栗縣
2013,1,長糯,5401,苗栗縣
2013,1,圓糯,5413,苗栗縣
2013,1,秈稻,6498,苗栗縣
2013,1,在來,6525,苗栗縣
2013,1,蓬萊,6301,苗栗縣
2013,2,陸稻,0,新竹縣
2013,2,長糯,0,新竹縣
2013,2,圓糯,0,新竹縣
2013,2,秈稻,4624,新竹縣
2013,2,在來,0,新竹縣
2013,2,蓬萊,4817,新竹縣
2013,1,陸稻,0,新竹縣
2013,1,長糯,0,新竹縣
2013,1,圓糯,0,新竹縣
2013,1,秈稻,5535,新竹縣
2013,1,在來,0,新竹縣
2013,1,蓬萊,5540,新竹縣
2013,2,陸稻,0,宜蘭縣
2013,2,長糯,0,宜蘭縣
2013,2,圓糯,0,宜蘭縣
2013,2,秈稻,0,宜蘭縣
2013,2,在來,0,宜蘭縣
2013,2,蓬萊,1200,宜蘭縣
2013,1,陸稻,0,宜蘭縣
2013,1,長糯,6950,宜蘭縣
2013,1,圓糯,6304,宜蘭縣
2013,1,秈稻,6070,宜蘭縣
2013,1,在來,0,宜蘭縣
2013,1,蓬萊,6270,宜蘭縣
2013,2,陸稻,0,高雄市
2013,2,長糯,3920,高雄市
2013,2,圓糯,3885,高雄市
2013,2,秈稻,4001,高雄市
2013,2,在來,3950,高雄市
2013,2,蓬萊,4053,高雄市
2013,1,陸稻,0,高雄市
2013,1,長糯,6990,高雄市
2013,1,圓糯,6890,高雄市
2013,1,秈稻,7013,高雄市
2013,1,在來,7014,高雄市
2013,1,蓬萊,7001,高雄市
2013,2,陸稻,0,臺南市
2013,2,長糯,4816,臺南市
2013,2,圓糯,5262,臺南市
2013,2,秈稻,4696,臺南市
2013,2,在來,4613,臺南市
2013,2,蓬萊,5123,臺南市
2013,1,陸稻,0,臺南市
2013,1,長糯,5964,臺南市
2013,1,圓糯,5901,臺南市
2013,1,秈稻,5691,臺南市
2013,1,在來,5573,臺南市
2013,1,蓬萊,5978,臺南市
2013,2,陸稻,0,臺中市
2013,2,長糯,0,臺中市
2013,2,圓糯,4741,臺中市
2013,2,秈稻,4910,臺中市
2013,2,在來,4632,臺中市
2013,2,蓬萊,4540,臺中市
2013,1,陸稻,0,臺中市
2013,1,長糯,7005,臺中市
2013,1,圓糯,6628,臺中市
2013,1,秈稻,6755,臺中市
2013,1,在來,6912,臺中市
2013,1,蓬萊,6247,臺中市
2013,2,陸稻,0,桃園市
2013,2,長糯,0,桃園市
2013,2,圓糯,0,桃園市
2013,2,秈稻,4261,桃園市
2013,2,在來,4200,桃園市
2013,2,蓬萊,4224,桃園市
2013,1,陸稻,0,桃園市
2013,1,長糯,0,桃園市
2013,1,圓糯,0,桃園市
2013,1,秈稻,4698,桃園市
2013,1,在來,4327,桃園市
2013,1,蓬萊,4811,桃園市
2013,2,陸稻,0,臺北市
2013,2,長糯,0,臺北市
2013,2,圓糯,0,臺北市
2013,2,秈稻,0,臺北市
2013,2,在來,0,臺北市
2013,2,蓬萊,2488,臺北市
2013,1,陸稻,0,臺北市
2013,1,長糯,0,臺北市
2013,1,圓糯,0,臺北市
2013,1,秈稻,0,臺北市
2013,1,在來,0,臺北市
2013,1,蓬萊,4401,臺北市
2013,2,陸稻,0,新北市
2013,2,長糯,0,新北市
2013,2,圓糯,0,新北市
2013,2,秈稻,0,新北市
2013,2,在來,0,新北市
2013,2,蓬萊,2055,新北市
2013,1,陸稻,0,新北市
2013,1,長糯,0,新北市
2013,1,圓糯,5200,新北市
2013,1,秈稻,0,新北市
2013,1,在來,4500,新北市
2013,1,蓬萊,4527,新北市

